Município;ICD10 Chapter I;ICD10 Chapter II;ICD10 Chapter III;ICD10 Chapter IV;ICD10 Chapter V;ICD10 Chapter VI;ICD10 Chapter VII;ICD10 Chapter VIII;ICD10 Chapter IX;ICD10 Chapter X;ICD10 Chapter XI;ICD10 Chapter XII;ICD10 Chapter XIII;ICD10 Chapter XIV;ICD10 Chapter XV;ICD10 Chapter XVI;ICD10 Chapter XVII;ICD10 Chapter XVIII;ICD10 Chapter XX;Total;cod_municipio
110001 Alta Floresta D'Oeste;6.0;23.0;0.0;9.0;0.0;4.0;0.0;0.0;32.0;18.0;7.0;1.0;0.0;3.0;1.0;5.0;1.0;8.0;27.0;145.0;110001
110037 Alto Alegre dos Parecis;1.0;13.0;0.0;6.0;0.0;0.0;0.0;0.0;16.0;3.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;6.0;53.0;110037
110040 Alto Paraíso;3.0;10.0;0.0;2.0;1.0;1.0;0.0;0.0;8.0;5.0;2.0;0.0;0.0;2.0;0.0;1.0;3.0;20.0;20.0;78.0;110040
110034 Alvorada D'Oeste;3.0;12.0;1.0;12.0;2.0;0.0;0.0;0.0;21.0;11.0;2.0;0.0;0.0;2.0;1.0;1.0;1.0;3.0;12.0;84.0;110034
110002 Ariquemes;23.0;68.0;3.0;32.0;1.0;7.0;0.0;0.0;148.0;43.0;28.0;1.0;1.0;11.0;1.0;9.0;4.0;17.0;114.0;511.0;110002
110045 Buritis;6.0;21.0;1.0;6.0;1.0;1.0;0.0;0.0;31.0;8.0;2.0;0.0;0.0;4.0;0.0;5.0;3.0;3.0;47.0;139.0;110045
110003 Cabixi;0.0;3.0;1.0;3.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;8.0;28.0;110003
110060 Cacaulândia;2.0;2.0;0.0;3.0;0.0;2.0;0.0;0.0;6.0;5.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;28.0;110060
110004 Cacoal;13.0;71.0;4.0;45.0;4.0;17.0;0.0;0.0;127.0;46.0;12.0;1.0;3.0;17.0;0.0;11.0;6.0;1.0;62.0;440.0;110004
110070 Campo Novo de Rondônia;1.0;7.0;0.0;2.0;0.0;0.0;0.0;0.0;9.0;8.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;9.0;43.0;110070
110080 Candeias do Jamari;3.0;13.0;1.0;4.0;1.0;2.0;0.0;0.0;14.0;8.0;6.0;0.0;2.0;3.0;0.0;5.0;0.0;12.0;37.0;111.0;110080
110090 Castanheiras;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;17.0;110090
110005 Cerejeiras;0.0;12.0;0.0;5.0;1.0;1.0;0.0;0.0;27.0;5.0;4.0;1.0;0.0;2.0;0.0;0.0;1.0;9.0;12.0;80.0;110005
110092 Chupinguaia;2.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;12.0;4.0;1.0;1.0;0.0;1.0;0.0;5.0;0.0;1.0;10.0;42.0;110092
110006 Colorado do Oeste;2.0;15.0;1.0;2.0;0.0;2.0;0.0;0.0;26.0;10.0;5.0;0.0;0.0;3.0;0.0;0.0;1.0;7.0;14.0;88.0;110006
110007 Corumbiara;1.0;9.0;0.0;2.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;11.0;42.0;110007
110008 Costa Marques;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;22.0;6.0;3.0;0.0;0.0;1.0;0.0;5.0;1.0;6.0;16.0;66.0;110008
110094 Cujubim;4.0;7.0;1.0;2.0;0.0;0.0;0.0;0.0;7.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;2.0;10.0;11.0;50.0;110094
110009 Espigăo D'Oeste;1.0;22.0;0.0;11.0;1.0;3.0;0.0;0.0;31.0;15.0;4.0;1.0;0.0;6.0;0.0;4.0;2.0;28.0;20.0;149.0;110009
110100 Governador Jorge Teixeira;1.0;5.0;0.0;3.0;0.0;1.0;0.0;0.0;12.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;6.0;35.0;110100
110010 Guajará-Mirim;8.0;19.0;2.0;24.0;1.0;5.0;0.0;1.0;51.0;23.0;9.0;0.0;0.0;7.0;1.0;5.0;9.0;7.0;36.0;208.0;110010
110110 Itapuă do Oeste;2.0;9.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;10.0;35.0;110110
110011 Jaru;12.0;31.0;4.0;31.0;0.0;5.0;0.0;0.0;72.0;27.0;14.0;0.0;2.0;6.0;0.0;6.0;2.0;12.0;37.0;261.0;110011
110012 Ji-Paraná;25.0;82.0;5.0;29.0;3.0;15.0;0.0;0.0;191.0;64.0;32.0;0.0;0.0;26.0;0.0;13.0;14.0;23.0;81.0;603.0;110012
110013 Machadinho D'Oeste;5.0;15.0;1.0;9.0;0.0;1.0;0.0;0.0;28.0;16.0;8.0;0.0;0.0;6.0;0.0;7.0;2.0;14.0;37.0;149.0;110013
110120 Ministro Andreazza;0.0;8.0;1.0;5.0;0.0;1.0;0.0;0.0;8.0;3.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;12.0;48.0;110120
110130 Mirante da Serra;0.0;7.0;0.0;6.0;0.0;2.0;0.0;0.0;19.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;10.0;57.0;110130
110140 Monte Negro;3.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;19.0;5.0;1.0;0.0;0.0;1.0;0.0;3.0;1.0;3.0;23.0;69.0;110140
110014 Nova Brasilândia D'Oeste;1.0;17.0;0.0;6.0;2.0;3.0;0.0;0.0;33.0;5.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;10.0;7.0;89.0;110014
110033 Nova Mamoré;5.0;12.0;0.0;8.0;0.0;0.0;0.0;0.0;19.0;5.0;5.0;0.0;0.0;3.0;0.0;4.0;1.0;16.0;29.0;107.0;110033
110143 Nova Uniăo;1.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;30.0;110143
110050 Novo Horizonte do Oeste;3.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;8.0;41.0;110050
110015 Ouro Preto do Oeste;13.0;26.0;3.0;11.0;1.0;5.0;0.0;0.0;67.0;16.0;9.0;0.0;0.0;17.0;0.0;3.0;0.0;7.0;13.0;191.0;110015
110145 Parecis;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;16.0;110145
110018 Pimenta Bueno;4.0;28.0;0.0;17.0;2.0;4.0;0.0;0.0;56.0;16.0;10.0;0.0;0.0;10.0;0.0;6.0;3.0;0.0;31.0;187.0;110018
110146 Pimenteiras do Oeste;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;110146
110020 Porto Velho;153.0;396.0;12.0;68.0;22.0;45.0;0.0;0.0;436.0;244.0;96.0;5.0;8.0;89.0;8.0;73.0;27.0;128.0;461.0;2271.0;110020
110025 Presidente Médici;3.0;16.0;0.0;7.0;0.0;2.0;0.0;0.0;38.0;20.0;7.0;0.0;1.0;4.0;0.0;2.0;1.0;10.0;15.0;126.0;110025
110147 Primavera de Rondônia;2.0;4.0;0.0;1.0;2.0;0.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;22.0;110147
110026 Rio Crespo;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;11.0;110026
110028 Rolim de Moura;12.0;41.0;0.0;23.0;1.0;5.0;0.0;0.0;82.0;20.0;11.0;0.0;0.0;9.0;1.0;13.0;6.0;27.0;30.0;281.0;110028
110029 Santa Luzia D'Oeste;1.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;15.0;5.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;6.0;46.0;110029
110148 Săo Felipe D'Oeste;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;4.0;21.0;110148
110149 Săo Francisco do Guaporé;1.0;7.0;0.0;2.0;0.0;1.0;0.0;0.0;22.0;6.0;3.0;0.0;0.0;2.0;0.0;1.0;1.0;6.0;20.0;72.0;110149
110032 Săo Miguel do Guaporé;1.0;16.0;0.0;10.0;0.0;0.0;0.0;0.0;26.0;17.0;8.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;21.0;104.0;110032
110150 Seringueiras;0.0;6.0;1.0;2.0;0.0;1.0;0.0;0.0;7.0;4.0;4.0;0.0;0.0;0.0;1.0;1.0;2.0;4.0;11.0;44.0;110150
110155 Teixeirópolis;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;4.0;19.0;110155
110160 Theobroma;1.0;11.0;0.0;3.0;0.0;1.0;0.0;0.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;9.0;38.0;110160
110170 Urupá;1.0;7.0;0.0;4.0;0.0;2.0;0.0;0.0;24.0;2.0;3.0;0.0;0.0;1.0;1.0;3.0;0.0;2.0;5.0;55.0;110170
110175 Vale do Anari;2.0;3.0;0.0;2.0;0.0;1.0;0.0;0.0;11.0;0.0;2.0;0.0;0.0;1.0;0.0;3.0;0.0;3.0;5.0;33.0;110175
110180 Vale do Paraíso;1.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;21.0;110180
110030 Vilhena;11.0;57.0;3.0;25.0;6.0;15.0;0.0;0.0;112.0;47.0;21.0;3.0;0.0;9.0;1.0;7.0;8.0;3.0;109.0;437.0;110030
110000 Município ignorado - RO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;9.0;17.0;110000
120001 Acrelândia;1.0;7.0;0.0;5.0;0.0;1.0;0.0;0.0;18.0;6.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;10.0;56.0;120001
120005 Assis Brasil;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;7.0;0.0;0.0;0.0;1.0;0.0;4.0;1.0;2.0;4.0;31.0;120005
120010 Brasiléia;0.0;13.0;0.0;6.0;1.0;1.0;0.0;0.0;38.0;18.0;2.0;0.0;0.0;0.0;1.0;8.0;1.0;9.0;17.0;115.0;120010
120013 Bujari;1.0;6.0;0.0;2.0;0.0;3.0;0.0;0.0;5.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;8.0;12.0;44.0;120013
120017 Capixaba;1.0;9.0;1.0;2.0;1.0;0.0;0.0;0.0;12.0;4.0;2.0;0.0;0.0;2.0;0.0;2.0;1.0;5.0;11.0;53.0;120017
120020 Cruzeiro do Sul;18.0;57.0;2.0;21.0;9.0;9.0;0.0;0.0;122.0;38.0;13.0;2.0;0.0;15.0;2.0;12.0;5.0;1.0;47.0;373.0;120020
120025 Epitaciolândia;4.0;6.0;1.0;5.0;2.0;3.0;0.0;0.0;17.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;8.0;65.0;120025
120030 Feijó;4.0;20.0;2.0;7.0;0.0;2.0;0.0;0.0;28.0;23.0;9.0;1.0;1.0;1.0;0.0;11.0;4.0;11.0;26.0;150.0;120030
120032 Jordăo;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;2.0;14.0;120032
120033 Mâncio Lima;2.0;17.0;0.0;3.0;0.0;1.0;0.0;0.0;14.0;8.0;5.0;0.0;1.0;2.0;1.0;4.0;1.0;7.0;9.0;75.0;120033
120034 Manoel Urbano;3.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;8.0;7.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;9.0;39.0;120034
120035 Marechal Thaumaturgo;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;5.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;3.0;29.0;120035
120038 Plácido de Castro;5.0;11.0;0.0;4.0;0.0;2.0;0.0;0.0;15.0;7.0;2.0;0.0;2.0;2.0;0.0;4.0;1.0;8.0;10.0;73.0;120038
120080 Porto Acre;3.0;11.0;0.0;2.0;2.0;1.0;0.0;0.0;11.0;6.0;5.0;0.0;0.0;1.0;0.0;4.0;0.0;12.0;9.0;67.0;120080
120039 Porto Walter;1.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;6.0;0.0;22.0;120039
120040 Rio Branco;102.0;263.0;16.0;121.0;12.0;31.0;0.0;0.0;394.0;241.0;69.0;6.0;9.0;36.0;3.0;54.0;26.0;99.0;249.0;1731.0;120040
120042 Rodrigues Alves;3.0;5.0;0.0;5.0;0.0;1.0;0.0;0.0;6.0;3.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;3.0;33.0;120042
120043 Santa Rosa do Purus;4.0;3.0;0.0;4.0;0.0;1.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;2.0;1.0;26.0;120043
120050 Sena Madureira;7.0;21.0;1.0;8.0;1.0;2.0;0.0;0.0;47.0;20.0;10.0;0.0;0.0;3.0;0.0;3.0;3.0;18.0;26.0;170.0;120050
120045 Senador Guiomard;2.0;11.0;1.0;5.0;1.0;3.0;0.0;0.0;33.0;15.0;4.0;1.0;1.0;1.0;1.0;3.0;5.0;7.0;16.0;110.0;120045
120060 Tarauacá;8.0;16.0;1.0;9.0;1.0;2.0;0.0;0.0;31.0;19.0;8.0;0.0;0.0;4.0;1.0;15.0;9.0;17.0;28.0;169.0;120060
120070 Xapuri;1.0;8.0;2.0;6.0;0.0;1.0;0.0;0.0;25.0;7.0;3.0;0.0;0.0;1.0;0.0;3.0;1.0;5.0;5.0;68.0;120070
120000 Município ignorado - AC;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;120000
130002 Alvarăes;3.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;3.0;2.0;0.0;1.0;0.0;0.0;3.0;0.0;5.0;6.0;36.0;130002
130006 Amaturá;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;6.0;1.0;0.0;0.0;2.0;0.0;6.0;3.0;0.0;6.0;36.0;130006
130008 Anamă;3.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;2.0;26.0;130008
130010 Anori;0.0;10.0;0.0;7.0;0.0;2.0;0.0;0.0;16.0;6.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;9.0;4.0;60.0;130010
130014 Apuí;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;5.0;1.0;0.0;0.0;4.0;0.0;3.0;1.0;1.0;15.0;48.0;130014
130020 Atalaia do Norte;7.0;5.0;0.0;4.0;0.0;1.0;0.0;0.0;4.0;7.0;4.0;0.0;0.0;0.0;0.0;8.0;1.0;3.0;8.0;52.0;130020
130030 Autazes;2.0;16.0;1.0;10.0;2.0;1.0;0.0;0.0;32.0;10.0;7.0;0.0;0.0;4.0;1.0;4.0;3.0;28.0;25.0;146.0;130030
130040 Barcelos;8.0;4.0;0.0;4.0;0.0;1.0;0.0;0.0;16.0;6.0;2.0;0.0;0.0;2.0;0.0;3.0;2.0;10.0;26.0;84.0;130040
130050 Barreirinha;7.0;11.0;3.0;10.0;3.0;0.0;0.0;0.0;18.0;9.0;6.0;0.0;1.0;2.0;0.0;3.0;3.0;9.0;16.0;101.0;130050
130060 Benjamin Constant;12.0;11.0;2.0;10.0;1.0;1.0;0.0;0.0;27.0;13.0;6.0;2.0;0.0;5.0;1.0;14.0;5.0;5.0;26.0;141.0;130060
130063 Beruri;3.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;14.0;5.0;3.0;0.0;0.0;1.0;0.0;3.0;1.0;4.0;3.0;45.0;130063
130068 Boa Vista do Ramos;0.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;13.0;6.0;3.0;0.0;0.0;0.0;1.0;4.0;1.0;3.0;9.0;48.0;130068
130070 Boca do Acre;5.0;9.0;2.0;7.0;0.0;3.0;0.0;0.0;25.0;12.0;5.0;0.0;0.0;3.0;0.0;6.0;2.0;29.0;25.0;133.0;130070
130080 Borba;3.0;11.0;0.0;7.0;1.0;3.0;0.0;0.0;36.0;12.0;5.0;0.0;0.0;4.0;1.0;6.0;0.0;5.0;14.0;108.0;130080
130083 Caapiranga;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;7.0;2.0;20.0;130083
130090 Canutama;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;5.0;4.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;4.0;38.0;130090
130100 Carauari;2.0;7.0;1.0;5.0;0.0;1.0;0.0;0.0;11.0;2.0;6.0;0.0;0.0;1.0;2.0;4.0;2.0;45.0;8.0;97.0;130100
130110 Careiro;3.0;12.0;1.0;3.0;0.0;2.0;0.0;0.0;23.0;2.0;0.0;1.0;0.0;1.0;0.0;2.0;5.0;22.0;19.0;96.0;130110
130115 Careiro da Várzea;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;14.0;8.0;44.0;130115
130120 Coari;22.0;35.0;3.0;21.0;4.0;4.0;0.0;1.0;56.0;40.0;22.0;2.0;2.0;6.0;2.0;12.0;6.0;11.0;62.0;311.0;130120
130130 Codajás;3.0;12.0;1.0;5.0;1.0;4.0;0.0;0.0;23.0;2.0;3.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;11.0;69.0;130130
130140 Eirunepé;10.0;13.0;1.0;15.0;6.0;3.0;0.0;0.0;27.0;17.0;7.0;1.0;0.0;4.0;0.0;12.0;2.0;6.0;26.0;150.0;130140
130150 Envira;4.0;12.0;0.0;3.0;3.0;2.0;0.0;0.0;11.0;8.0;2.0;0.0;0.0;0.0;0.0;7.0;2.0;2.0;8.0;64.0;130150
130160 Fonte Boa;3.0;9.0;0.0;3.0;0.0;3.0;0.0;0.0;17.0;4.0;8.0;0.0;0.0;0.0;1.0;10.0;1.0;1.0;11.0;71.0;130160
130165 Guajará;2.0;6.0;0.0;2.0;0.0;2.0;0.0;0.0;14.0;7.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;9.0;50.0;130165
130170 Humaitá;9.0;28.0;1.0;6.0;0.0;3.0;0.0;0.0;29.0;24.0;11.0;0.0;0.0;5.0;0.0;2.0;7.0;29.0;22.0;176.0;130170
130180 Ipixuna;1.0;1.0;1.0;3.0;0.0;1.0;0.0;0.0;4.0;11.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;25.0;3.0;55.0;130180
130185 Iranduba;15.0;29.0;0.0;21.0;1.0;3.0;0.0;0.0;39.0;24.0;9.0;0.0;1.0;0.0;1.0;5.0;1.0;16.0;45.0;210.0;130185
130190 Itacoatiara;20.0;51.0;2.0;29.0;1.0;3.0;0.0;0.0;74.0;23.0;9.0;0.0;1.0;4.0;4.0;19.0;5.0;61.0;56.0;362.0;130190
130195 Itamarati;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;2.0;29.0;130195
130200 Itapiranga;1.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;5.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;7.0;29.0;130200
130210 Japurá;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;8.0;130210
130220 Juruá;1.0;3.0;0.0;2.0;0.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;5.0;21.0;130220
130230 Jutaí;6.0;9.0;0.0;4.0;0.0;1.0;0.0;0.0;3.0;4.0;8.0;0.0;0.0;0.0;0.0;7.0;2.0;25.0;7.0;76.0;130230
130240 Lábrea;10.0;13.0;3.0;9.0;1.0;1.0;0.0;0.0;23.0;5.0;14.0;1.0;0.0;2.0;2.0;7.0;1.0;54.0;8.0;154.0;130240
130250 Manacapuru;19.0;74.0;2.0;30.0;3.0;5.0;0.0;0.0;108.0;59.0;13.0;0.0;3.0;6.0;2.0;11.0;8.0;7.0;87.0;437.0;130250
130255 Manaquiri;2.0;8.0;0.0;4.0;0.0;1.0;0.0;0.0;13.0;5.0;4.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;8.0;50.0;130255
130260 Manaus;619.0;1798.0;39.0;611.0;25.0;168.0;0.0;3.0;1765.0;886.0;406.0;16.0;65.0;258.0;23.0;277.0;192.0;1346.0;1954.0;10451.0;130260
130270 Manicoré;9.0;18.0;2.0;14.0;2.0;5.0;0.0;0.0;45.0;10.0;7.0;0.0;1.0;2.0;2.0;10.0;4.0;7.0;24.0;162.0;130270
130280 Maraă;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;3.0;7.0;28.0;130280
130290 Maués;12.0;12.0;1.0;11.0;0.0;1.0;0.0;0.0;36.0;18.0;2.0;0.0;0.0;2.0;0.0;7.0;3.0;90.0;24.0;219.0;130290
130300 Nhamundá;2.0;8.0;0.0;6.0;0.0;1.0;0.0;0.0;17.0;7.0;4.0;0.0;0.0;1.0;2.0;5.0;2.0;2.0;4.0;61.0;130300
130310 Nova Olinda do Norte;3.0;15.0;0.0;10.0;0.0;2.0;0.0;0.0;35.0;8.0;4.0;0.0;0.0;1.0;0.0;6.0;2.0;4.0;16.0;106.0;130310
130320 Novo Airăo;4.0;3.0;1.0;3.0;0.0;1.0;0.0;0.0;11.0;2.0;2.0;0.0;0.0;2.0;0.0;4.0;0.0;3.0;12.0;48.0;130320
130330 Novo Aripuană;2.0;6.0;0.0;8.0;0.0;1.0;0.0;0.0;11.0;6.0;4.0;1.0;0.0;0.0;0.0;5.0;2.0;21.0;16.0;83.0;130330
130340 Parintins;19.0;49.0;5.0;43.0;3.0;8.0;0.0;0.0;168.0;34.0;26.0;3.0;0.0;7.0;0.0;23.0;9.0;2.0;48.0;447.0;130340
130350 Pauini;3.0;8.0;0.0;5.0;0.0;0.0;0.0;0.0;4.0;3.0;4.0;0.0;0.0;2.0;0.0;2.0;3.0;1.0;5.0;40.0;130350
130353 Presidente Figueiredo;3.0;13.0;0.0;4.0;0.0;1.0;0.0;0.0;21.0;6.0;4.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;38.0;98.0;130353
130356 Rio Preto da Eva;5.0;13.0;0.0;5.0;1.0;0.0;0.0;0.0;15.0;9.0;2.0;0.0;0.0;1.0;1.0;3.0;2.0;8.0;24.0;89.0;130356
130360 Santa Isabel do Rio Negro;1.0;4.0;2.0;3.0;0.0;0.0;0.0;0.0;3.0;5.0;3.0;0.0;1.0;1.0;1.0;2.0;0.0;4.0;13.0;43.0;130360
130370 Santo Antônio do Içá;0.0;5.0;3.0;4.0;0.0;1.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;10.0;3.0;4.0;7.0;51.0;130370
130380 Săo Gabriel da Cachoeira;38.0;7.0;0.0;15.0;0.0;3.0;0.0;0.0;43.0;33.0;17.0;1.0;0.0;2.0;2.0;16.0;2.0;10.0;59.0;248.0;130380
130390 Săo Paulo de Olivença;11.0;7.0;2.0;2.0;1.0;1.0;0.0;0.0;18.0;18.0;1.0;0.0;0.0;3.0;1.0;9.0;4.0;5.0;19.0;102.0;130390
130395 Săo Sebastiăo do Uatumă;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;2.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;25.0;130395
130400 Silves;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;6.0;4.0;22.0;130400
130406 Tabatinga;15.0;20.0;0.0;9.0;1.0;0.0;0.0;0.0;33.0;25.0;6.0;0.0;0.0;5.0;0.0;14.0;6.0;9.0;57.0;200.0;130406
130410 Tapauá;4.0;6.0;1.0;3.0;0.0;1.0;0.0;0.0;16.0;4.0;6.0;0.0;0.0;1.0;1.0;4.0;1.0;7.0;5.0;60.0;130410
130420 Tefé;18.0;30.0;4.0;15.0;4.0;3.0;0.0;0.0;47.0;34.0;13.0;2.0;2.0;4.0;2.0;22.0;1.0;8.0;27.0;236.0;130420
130423 Tonantins;1.0;10.0;1.0;3.0;0.0;0.0;0.0;0.0;5.0;1.0;3.0;0.0;0.0;1.0;1.0;4.0;0.0;1.0;6.0;37.0;130423
130426 Uarini;2.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;3.0;20.0;130426
130430 Urucará;1.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;11.0;2.0;3.0;0.0;0.0;1.0;0.0;5.0;1.0;13.0;6.0;51.0;130430
130440 Urucurituba;3.0;7.0;2.0;2.0;0.0;2.0;0.0;0.0;16.0;6.0;1.0;0.0;0.0;2.0;0.0;3.0;1.0;11.0;7.0;63.0;130440
130000 Município ignorado - AM;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;130000
140005 Alto Alegre;1.0;10.0;0.0;5.0;0.0;0.0;0.0;0.0;15.0;11.0;5.0;0.0;0.0;1.0;0.0;7.0;1.0;13.0;33.0;102.0;140005
140002 Amajari;3.0;5.0;1.0;4.0;0.0;0.0;0.0;0.0;8.0;5.0;4.0;0.0;0.0;2.0;0.0;5.0;1.0;5.0;15.0;58.0;140002
140010 Boa Vista;67.0;193.0;4.0;126.0;3.0;27.0;0.0;0.0;282.0;119.0;70.0;7.0;5.0;34.0;4.0;34.0;28.0;52.0;296.0;1351.0;140010
140015 Bonfim;0.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;6.0;2.0;3.0;0.0;0.0;2.0;0.0;4.0;1.0;1.0;18.0;45.0;140015
140017 Cantá;1.0;7.0;0.0;3.0;0.0;0.0;0.0;0.0;13.0;3.0;5.0;0.0;1.0;1.0;3.0;4.0;1.0;1.0;25.0;68.0;140017
140020 Caracaraí;3.0;15.0;1.0;5.0;1.0;1.0;0.0;0.0;13.0;5.0;0.0;0.0;1.0;1.0;0.0;3.0;2.0;3.0;41.0;95.0;140020
140023 Caroebe;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;7.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;12.0;31.0;140023
