Município;ICD10 Chapter I;ICD10 Chapter II;ICD10 Chapter III;ICD10 Chapter IV;ICD10 Chapter V;ICD10 Chapter VI;ICD10 Chapter VII;ICD10 Chapter VIII;ICD10 Chapter IX;ICD10 Chapter X;ICD10 Chapter XI;ICD10 Chapter XII;ICD10 Chapter XIII;ICD10 Chapter XIV;ICD10 Chapter XV;ICD10 Chapter XVI;ICD10 Chapter XVII;ICD10 Chapter XVIII;ICD10 Chapter XX;Total;cod_municipio
410770 Fênix;0.0;6.0;0.0;4.0;2.0;1.0;0.0;0.0;20.0;5.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;48.0;410770
410773 Fernandes Pinheiro;1.0;7.0;0.0;1.0;0.0;1.0;0.0;0.0;10.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;32.0;410773
410775 Figueira;1.0;17.0;0.0;3.0;0.0;1.0;0.0;0.0;26.0;9.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;7.0;69.0;410775
410785 Flor da Serra do Sul;1.0;8.0;0.0;1.0;0.0;2.0;0.0;0.0;11.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;42.0;410785
410780 Floraí;1.0;7.0;0.0;3.0;1.0;2.0;0.0;0.0;19.0;7.0;3.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;4.0;52.0;410780
410790 Floresta;4.0;9.0;0.0;2.0;0.0;2.0;0.0;0.0;8.0;3.0;4.0;0.0;1.0;5.0;0.0;0.0;2.0;2.0;8.0;50.0;410790
410800 Florestópolis;1.0;23.0;1.0;5.0;1.0;1.0;0.0;0.0;24.0;13.0;4.0;0.0;1.0;4.0;0.0;1.0;0.0;6.0;16.0;101.0;410800
410810 Flórida;0.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;10.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;29.0;410810
410820 Formosa do Oeste;2.0;14.0;0.0;2.0;0.0;4.0;0.0;0.0;18.0;9.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;5.0;59.0;410820
410830 Foz do Iguaçu;61.0;309.0;4.0;113.0;8.0;43.0;0.0;0.0;294.0;206.0;98.0;5.0;6.0;19.0;5.0;35.0;21.0;60.0;244.0;1531.0;410830
410845 Foz do Jordăo;1.0;4.0;0.0;4.0;0.0;2.0;0.0;0.0;8.0;5.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;3.0;31.0;410845
410832 Francisco Alves;5.0;12.0;0.0;3.0;0.0;2.0;0.0;0.0;20.0;4.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;5.0;8.0;63.0;410832
410840 Francisco Beltrăo;12.0;105.0;1.0;22.0;7.0;7.0;0.0;0.0;120.0;74.0;23.0;0.0;0.0;4.0;2.0;5.0;4.0;31.0;75.0;492.0;410840
410850 General Carneiro;3.0;15.0;1.0;2.0;1.0;0.0;0.0;0.0;33.0;7.0;3.0;0.0;0.0;5.0;0.0;2.0;3.0;0.0;9.0;84.0;410850
410855 Godoy Moreira;4.0;5.0;1.0;3.0;0.0;0.0;0.0;0.0;8.0;5.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;33.0;410855
410860 Goioerê;5.0;33.0;1.0;11.0;1.0;6.0;0.0;0.0;68.0;18.0;9.0;0.0;0.0;8.0;1.0;1.0;2.0;7.0;28.0;199.0;410860
410865 Goioxim;0.0;8.0;0.0;0.0;0.0;2.0;0.0;0.0;15.0;9.0;1.0;0.0;0.0;0.0;1.0;6.0;1.0;1.0;4.0;48.0;410865
410870 Grandes Rios;1.0;3.0;0.0;4.0;0.0;2.0;0.0;0.0;17.0;6.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;10.0;50.0;410870
410880 Guaíra;4.0;30.0;3.0;17.0;1.0;7.0;0.0;0.0;54.0;19.0;13.0;1.0;1.0;6.0;1.0;5.0;1.0;22.0;54.0;239.0;410880
410890 Guairaçá;1.0;7.0;0.0;3.0;2.0;1.0;0.0;0.0;22.0;6.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;57.0;410890
410895 Guamiranga;0.0;11.0;0.0;2.0;0.0;1.0;0.0;0.0;11.0;10.0;5.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;4.0;47.0;410895
410900 Guapirama;2.0;6.0;0.0;1.0;0.0;1.0;0.0;0.0;12.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;32.0;410900
410910 Guaporema;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;410910
410920 Guaraci;1.0;10.0;0.0;2.0;0.0;2.0;0.0;0.0;9.0;8.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;38.0;410920
410930 Guaraniaçu;1.0;28.0;0.0;4.0;0.0;1.0;0.0;0.0;23.0;14.0;9.0;1.0;1.0;3.0;0.0;0.0;0.0;2.0;17.0;104.0;410930
410940 Guarapuava;19.0;226.0;6.0;40.0;8.0;23.0;0.0;0.0;363.0;184.0;59.0;3.0;4.0;30.0;3.0;30.0;7.0;18.0;144.0;1167.0;410940
410950 Guaraqueçaba;3.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;13.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;3.0;35.0;410950
410960 Guaratuba;20.0;31.0;1.0;19.0;0.0;4.0;0.0;0.0;65.0;40.0;6.0;1.0;0.0;7.0;0.0;3.0;3.0;28.0;32.0;260.0;410960
410965 Honório Serpa;0.0;6.0;0.0;2.0;0.0;1.0;0.0;0.0;4.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;7.0;30.0;410965
410970 Ibaiti;4.0;42.0;0.0;18.0;5.0;6.0;0.0;0.0;71.0;20.0;19.0;1.0;0.0;9.0;0.0;2.0;3.0;10.0;21.0;231.0;410970
410975 Ibema;0.0;7.0;0.0;1.0;0.0;3.0;0.0;0.0;11.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;5.0;34.0;410975
410980 Ibiporă;12.0;79.0;3.0;34.0;6.0;8.0;0.0;0.0;89.0;67.0;22.0;2.0;2.0;12.0;1.0;4.0;3.0;4.0;40.0;388.0;410980
410990 Icaraíma;4.0;11.0;0.0;5.0;0.0;2.0;0.0;0.0;27.0;12.0;5.0;0.0;0.0;2.0;0.0;3.0;0.0;9.0;7.0;87.0;410990
411000 Iguaraçu;1.0;3.0;0.0;1.0;1.0;2.0;0.0;0.0;9.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;27.0;411000
411005 Iguatu;0.0;5.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;16.0;411005
411007 Imbaú;3.0;7.0;3.0;5.0;1.0;0.0;0.0;0.0;23.0;17.0;4.0;0.0;0.0;4.0;0.0;2.0;0.0;16.0;16.0;101.0;411007
411010 Imbituva;2.0;28.0;0.0;9.0;1.0;3.0;0.0;0.0;36.0;26.0;7.0;0.0;2.0;3.0;1.0;2.0;0.0;13.0;26.0;159.0;411010
411020 Inácio Martins;2.0;13.0;0.0;3.0;0.0;0.0;0.0;0.0;14.0;8.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;49.0;411020
411030 Inajá;1.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;22.0;411030
411040 Indianópolis;0.0;5.0;0.0;2.0;0.0;2.0;0.0;0.0;10.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;35.0;411040
411050 Ipiranga;3.0;8.0;0.0;1.0;1.0;0.0;0.0;0.0;18.0;10.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;15.0;5.0;66.0;411050
411060 Iporă;4.0;17.0;2.0;8.0;1.0;4.0;0.0;0.0;34.0;13.0;11.0;0.0;2.0;3.0;0.0;5.0;0.0;12.0;18.0;134.0;411060
411065 Iracema do Oeste;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;17.0;411065
411070 Irati;4.0;86.0;6.0;15.0;5.0;14.0;0.0;0.0;115.0;84.0;22.0;1.0;1.0;7.0;0.0;2.0;2.0;18.0;39.0;421.0;411070
411080 Iretama;0.0;8.0;0.0;8.0;3.0;5.0;0.0;0.0;21.0;12.0;8.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;14.0;83.0;411080
411090 Itaguajé;1.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;11.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;28.0;411090
411095 Itaipulândia;1.0;7.0;1.0;8.0;0.0;1.0;0.0;0.0;18.0;7.0;1.0;0.0;2.0;3.0;0.0;1.0;0.0;1.0;5.0;56.0;411095
411100 Itambaracá;1.0;7.0;0.0;4.0;3.0;2.0;0.0;0.0;16.0;14.0;3.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;8.0;62.0;411100
411110 Itambé;3.0;9.0;0.0;3.0;0.0;0.0;0.0;0.0;11.0;14.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;4.0;50.0;411110
411120 Itapejara d'Oeste;2.0;17.0;0.0;5.0;1.0;2.0;0.0;0.0;15.0;6.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4.0;56.0;411120
411125 Itaperuçu;2.0;26.0;0.0;6.0;5.0;1.0;0.0;0.0;44.0;13.0;8.0;0.0;0.0;2.0;0.0;4.0;2.0;5.0;27.0;145.0;411125
411130 Itaúna do Sul;0.0;4.0;0.0;5.0;1.0;0.0;0.0;0.0;10.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;6.0;40.0;411130
411140 Ivaí;0.0;13.0;1.0;2.0;1.0;0.0;0.0;0.0;10.0;6.0;7.0;0.0;0.0;0.0;0.0;1.0;2.0;18.0;7.0;68.0;411140
411150 Ivaiporă;8.0;43.0;3.0;19.0;4.0;7.0;0.0;0.0;82.0;28.0;18.0;0.0;1.0;6.0;0.0;5.0;1.0;7.0;15.0;247.0;411150
411155 Ivaté;1.0;7.0;0.0;4.0;0.0;1.0;0.0;0.0;11.0;6.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;9.0;47.0;411155
411160 Ivatuba;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;7.0;3.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;18.0;411160
411170 Jaboti;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;12.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;35.0;411170
411180 Jacarezinho;9.0;54.0;0.0;30.0;3.0;10.0;0.0;0.0;105.0;40.0;25.0;0.0;2.0;7.0;1.0;4.0;1.0;7.0;22.0;320.0;411180
411190 Jaguapită;2.0;16.0;0.0;9.0;0.0;2.0;0.0;0.0;35.0;9.0;5.0;0.0;1.0;2.0;1.0;1.0;0.0;2.0;9.0;94.0;411190
411200 Jaguariaíva;3.0;32.0;2.0;4.0;0.0;1.0;0.0;0.0;66.0;33.0;10.0;0.0;1.0;7.0;0.0;5.0;3.0;41.0;16.0;224.0;411200
411210 Jandaia do Sul;3.0;40.0;1.0;12.0;4.0;4.0;0.0;0.0;53.0;30.0;8.0;1.0;1.0;7.0;1.0;5.0;1.0;2.0;14.0;187.0;411210
411220 Janiópolis;2.0;8.0;1.0;5.0;0.0;2.0;0.0;0.0;20.0;4.0;3.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;15.0;64.0;411220
411230 Japira;1.0;3.0;0.0;8.0;1.0;1.0;0.0;0.0;10.0;6.0;3.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;3.0;40.0;411230
411240 Japurá;0.0;10.0;0.0;1.0;0.0;3.0;0.0;0.0;29.0;12.0;5.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;65.0;411240
411250 Jardim Alegre;2.0;21.0;1.0;12.0;1.0;1.0;0.0;0.0;23.0;9.0;5.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;10.0;89.0;411250
411260 Jardim Olinda;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;411260
411270 Jataizinho;2.0;20.0;0.0;7.0;4.0;3.0;0.0;0.0;25.0;12.0;9.0;0.0;1.0;1.0;0.0;1.0;2.0;2.0;8.0;97.0;411270
411275 Jesuítas;1.0;16.0;0.0;1.0;1.0;3.0;0.0;0.0;22.0;7.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;13.0;70.0;411275
411280 Joaquim Távora;6.0;14.0;0.0;8.0;3.0;1.0;0.0;0.0;29.0;12.0;5.0;0.0;1.0;1.0;0.0;2.0;0.0;1.0;15.0;98.0;411280
411290 Jundiaí do Sul;1.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;22.0;411290
411295 Juranda;1.0;7.0;0.0;3.0;0.0;1.0;0.0;0.0;17.0;4.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;8.0;9.0;56.0;411295
411300 Jussara;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;24.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;48.0;411300
411310 Kaloré;2.0;8.0;0.0;5.0;0.0;0.0;0.0;0.0;20.0;5.0;5.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;2.0;52.0;411310
411320 Lapa;19.0;62.0;0.0;24.0;2.0;5.0;0.0;0.0;74.0;58.0;14.0;1.0;1.0;9.0;0.0;4.0;1.0;7.0;40.0;321.0;411320
411325 Laranjal;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;15.0;2.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;4.0;32.0;411325
411330 Laranjeiras do Sul;7.0;35.0;1.0;20.0;13.0;6.0;0.0;0.0;69.0;33.0;9.0;0.0;0.0;2.0;0.0;5.0;3.0;3.0;17.0;223.0;411330
411340 Leópolis;1.0;7.0;2.0;3.0;0.0;1.0;0.0;0.0;14.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;2.0;39.0;411340
411342 Lidianópolis;1.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;17.0;4.0;4.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;4.0;39.0;411342
411345 Lindoeste;1.0;8.0;0.0;2.0;1.0;3.0;0.0;0.0;6.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;34.0;411345
411350 Loanda;8.0;32.0;0.0;6.0;1.0;1.0;0.0;0.0;61.0;14.0;7.0;1.0;0.0;1.0;0.0;2.0;0.0;13.0;21.0;168.0;411350
411360 Lobato;2.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;20.0;411360
411370 Londrina;109.0;718.0;10.0;270.0;44.0;211.0;0.0;0.0;939.0;469.0;208.0;2.0;28.0;81.0;6.0;39.0;26.0;58.0;444.0;3662.0;411370
411373 Luiziana;1.0;14.0;0.0;5.0;4.0;1.0;0.0;0.0;16.0;6.0;4.0;0.0;0.0;3.0;0.0;1.0;1.0;2.0;8.0;66.0;411373
411375 Lunardelli;3.0;3.0;0.0;2.0;0.0;2.0;0.0;0.0;15.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;36.0;411375
411380 Lupionópolis;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;5.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;30.0;411380
411390 Mallet;1.0;25.0;0.0;2.0;3.0;1.0;0.0;0.0;27.0;17.0;5.0;0.0;0.0;2.0;0.0;5.0;0.0;8.0;6.0;102.0;411390
411400 Mamborê;1.0;13.0;0.0;9.0;1.0;4.0;0.0;0.0;40.0;5.0;7.0;0.0;0.0;5.0;1.0;5.0;2.0;4.0;12.0;109.0;411400
411410 Mandaguaçu;0.0;38.0;1.0;12.0;4.0;4.0;0.0;0.0;35.0;12.0;7.0;0.0;3.0;3.0;0.0;1.0;1.0;3.0;14.0;138.0;411410
411420 Mandaguari;7.0;39.0;0.0;14.0;2.0;6.0;0.0;0.0;92.0;41.0;11.0;0.0;4.0;8.0;0.0;2.0;2.0;8.0;28.0;264.0;411420
411430 Mandirituba;10.0;30.0;1.0;9.0;1.0;3.0;0.0;0.0;42.0;16.0;5.0;2.0;0.0;3.0;0.0;1.0;0.0;4.0;31.0;158.0;411430
411435 Manfrinópolis;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;17.0;411435
411440 Mangueirinha;3.0;15.0;0.0;5.0;0.0;5.0;0.0;0.0;25.0;11.0;4.0;0.0;0.0;0.0;0.0;2.0;2.0;13.0;12.0;97.0;411440
411450 Manoel Ribas;1.0;14.0;0.0;6.0;0.0;2.0;0.0;1.0;26.0;12.0;6.0;0.0;0.0;2.0;0.0;1.0;0.0;10.0;14.0;95.0;411450
411460 Marechal Cândido Rondon;11.0;66.0;2.0;24.0;5.0;6.0;0.0;0.0;112.0;31.0;24.0;0.0;3.0;6.0;1.0;7.0;5.0;4.0;38.0;345.0;411460
411470 Maria Helena;3.0;7.0;0.0;5.0;0.0;2.0;0.0;0.0;15.0;4.0;6.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;7.0;54.0;411470
411480 Marialva;6.0;38.0;2.0;20.0;9.0;12.0;0.0;0.0;61.0;26.0;10.0;0.0;3.0;11.0;1.0;4.0;5.0;3.0;31.0;242.0;411480
411490 Marilândia do Sul;1.0;13.0;0.0;3.0;1.0;3.0;0.0;0.0;29.0;12.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;14.0;85.0;411490
411500 Marilena;0.0;12.0;0.0;4.0;0.0;2.0;0.0;0.0;17.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;8.0;50.0;411500
411510 Mariluz;5.0;13.0;1.0;8.0;1.0;1.0;0.0;0.0;32.0;16.0;3.0;0.0;0.0;2.0;1.0;1.0;0.0;4.0;11.0;99.0;411510
411520 Maringá;64.0;458.0;5.0;97.0;17.0;91.0;0.0;0.0;590.0;221.0;126.0;3.0;27.0;95.0;2.0;28.0;24.0;31.0;203.0;2082.0;411520
411530 Mariópolis;0.0;12.0;1.0;1.0;3.0;1.0;0.0;0.0;11.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;41.0;411530
411535 Maripá;0.0;10.0;0.0;2.0;1.0;1.0;0.0;0.0;13.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;37.0;411535
411540 Marmeleiro;2.0;16.0;1.0;6.0;1.0;2.0;0.0;0.0;26.0;12.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;15.0;89.0;411540
411545 Marquinho;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;25.0;411545
411550 Marumbi;1.0;8.0;0.0;2.0;0.0;1.0;0.0;0.0;17.0;5.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;42.0;411550
411560 Matelândia;2.0;25.0;1.0;6.0;0.0;3.0;0.0;0.0;31.0;11.0;9.0;1.0;0.0;1.0;0.0;1.0;1.0;4.0;15.0;111.0;411560
411570 Matinhos;14.0;32.0;2.0;5.0;0.0;5.0;0.0;0.0;58.0;27.0;12.0;0.0;2.0;4.0;0.0;0.0;2.0;35.0;30.0;228.0;411570
411573 Mato Rico;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;20.0;411573
411575 Mauá da Serra;1.0;11.0;0.0;3.0;1.0;1.0;0.0;0.0;21.0;6.0;4.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;18.0;70.0;411575
411580 Medianeira;10.0;65.0;2.0;14.0;2.0;7.0;0.0;1.0;62.0;37.0;14.0;0.0;1.0;5.0;0.0;5.0;5.0;5.0;29.0;264.0;411580
411585 Mercedes;0.0;14.0;0.0;2.0;0.0;2.0;0.0;0.0;6.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;34.0;411585
411590 Mirador;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;14.0;411590
411600 Miraselva;1.0;5.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;411600
411605 Missal;1.0;21.0;0.0;3.0;0.0;4.0;0.0;0.0;35.0;6.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;11.0;19.0;106.0;411605
411610 Moreira Sales;2.0;15.0;0.0;10.0;0.0;4.0;0.0;0.0;44.0;8.0;7.0;0.0;0.0;2.0;0.0;1.0;1.0;6.0;9.0;109.0;411610
411620 Morretes;1.0;13.0;0.0;6.0;1.0;1.0;0.0;0.0;36.0;9.0;6.0;1.0;0.0;6.0;0.0;0.0;2.0;10.0;13.0;105.0;411620
411630 Munhoz de Melo;1.0;7.0;0.0;1.0;0.0;1.0;0.0;0.0;7.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;3.0;26.0;411630
411640 Nossa Senhora das Graças;1.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;5.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;27.0;411640
411650 Nova Aliança do Ivaí;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;411650
411660 Nova América da Colina;1.0;3.0;1.0;3.0;0.0;0.0;0.0;0.0;11.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;24.0;411660
411670 Nova Aurora;0.0;18.0;0.0;11.0;0.0;3.0;0.0;0.0;39.0;8.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;6.0;92.0;411670
411680 Nova Cantu;3.0;10.0;1.0;1.0;2.0;4.0;0.0;0.0;16.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;7.0;5.0;55.0;411680
411690 Nova Esperança;10.0;35.0;0.0;12.0;2.0;8.0;0.0;0.0;57.0;29.0;14.0;1.0;0.0;7.0;0.0;3.0;0.0;5.0;23.0;206.0;411690
411695 Nova Esperança do Sudoeste;0.0;15.0;0.0;2.0;0.0;0.0;0.0;0.0;14.0;4.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;4.0;45.0;411695
411700 Nova Fátima;10.0;10.0;0.0;4.0;4.0;3.0;0.0;0.0;21.0;8.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;4.0;73.0;411700
411705 Nova Laranjeiras;2.0;15.0;0.0;1.0;1.0;1.0;0.0;0.0;20.0;7.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;13.0;66.0;411705
411710 Nova Londrina;2.0;6.0;0.0;1.0;0.0;3.0;0.0;0.0;22.0;13.0;9.0;0.0;0.0;1.0;0.0;1.0;1.0;12.0;10.0;81.0;411710
411720 Nova Olímpia;5.0;6.0;0.0;4.0;1.0;2.0;0.0;0.0;17.0;10.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;58.0;411720
411725 Nova Prata do Iguaçu;4.0;15.0;0.0;3.0;1.0;3.0;0.0;0.0;20.0;9.0;2.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;10.0;72.0;411725
411721 Nova Santa Bárbara;1.0;4.0;1.0;3.0;0.0;1.0;0.0;0.0;5.0;7.0;2.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;3.0;31.0;411721
411722 Nova Santa Rosa;2.0;10.0;0.0;6.0;0.0;0.0;0.0;0.0;31.0;9.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;13.0;78.0;411722
411727 Nova Tebas;0.0;6.0;2.0;6.0;2.0;1.0;0.0;0.0;20.0;6.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;7.0;57.0;411727
411729 Novo Itacolomi;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;25.0;411729
411730 Ortigueira;1.0;19.0;0.0;10.0;4.0;2.0;0.0;0.0;57.0;17.0;3.0;1.0;0.0;4.0;0.0;5.0;0.0;3.0;24.0;150.0;411730
411740 Ourizona;0.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;11.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;25.0;411740
411745 Ouro Verde do Oeste;2.0;3.0;0.0;2.0;1.0;1.0;0.0;0.0;13.0;4.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4.0;36.0;411745
411750 Paiçandu;8.0;38.0;0.0;19.0;2.0;6.0;0.0;0.0;68.0;17.0;16.0;0.0;1.0;7.0;1.0;3.0;0.0;7.0;22.0;215.0;411750
411760 Palmas;10.0;47.0;1.0;9.0;1.0;6.0;0.0;0.0;66.0;28.0;15.0;0.0;3.0;3.0;0.0;7.0;6.0;27.0;28.0;257.0;411760
411770 Palmeira;6.0;37.0;1.0;12.0;2.0;12.0;0.0;0.0;56.0;33.0;9.0;1.0;0.0;2.0;0.0;4.0;2.0;6.0;25.0;208.0;411770
411780 Palmital;1.0;23.0;0.0;7.0;2.0;2.0;0.0;0.0;37.0;10.0;6.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;7.0;102.0;411780
411790 Palotina;5.0;37.0;0.0;14.0;1.0;7.0;0.0;0.0;49.0;27.0;6.0;4.0;0.0;1.0;2.0;1.0;1.0;5.0;23.0;183.0;411790
411800 Paraíso do Norte;0.0;17.0;1.0;5.0;4.0;4.0;0.0;0.0;28.0;5.0;5.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;12.0;86.0;411800
411810 Paranacity;1.0;6.0;0.0;2.0;2.0;2.0;0.0;0.0;11.0;8.0;4.0;0.0;0.0;5.0;0.0;0.0;2.0;4.0;8.0;55.0;411810
411820 Paranaguá;66.0;163.0;6.0;77.0;5.0;14.0;0.0;0.0;301.0;119.0;51.0;2.0;1.0;36.0;0.0;14.0;4.0;44.0;117.0;1020.0;411820
411830 Paranapoema;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;17.0;411830
411840 Paranavaí;24.0;132.0;2.0;42.0;6.0;18.0;0.0;0.0;203.0;60.0;50.0;3.0;3.0;28.0;1.0;4.0;3.0;5.0;72.0;656.0;411840
411845 Pato Bragado;1.0;12.0;0.0;1.0;0.0;0.0;0.0;0.0;16.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;8.0;46.0;411845
