Município;ICD10 Chapter I;ICD10 Chapter II;ICD10 Chapter III;ICD10 Chapter IV;ICD10 Chapter V;ICD10 Chapter VI;ICD10 Chapter VII;ICD10 Chapter VIII;ICD10 Chapter IX;ICD10 Chapter X;ICD10 Chapter XI;ICD10 Chapter XII;ICD10 Chapter XIII;ICD10 Chapter XIV;ICD10 Chapter XV;ICD10 Chapter XVI;ICD10 Chapter XVII;ICD10 Chapter XVIII;ICD10 Chapter XX;Total;cod_municipio
312620 Formoso;3.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;28.0;312620
312630 Fortaleza de Minas;1.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;24.0;312630
312640 Fortuna de Minas;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;312640
312650 Francisco Badaró;2.0;6.0;0.0;1.0;0.0;1.0;0.0;0.0;7.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;16.0;4.0;44.0;312650
312660 Francisco Dumont;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;4.0;25.0;312660
312670 Francisco Sá;25.0;19.0;0.0;11.0;2.0;0.0;0.0;0.0;22.0;6.0;7.0;0.0;0.0;3.0;0.0;1.0;0.0;31.0;11.0;138.0;312670
312675 Franciscópolis;0.0;6.0;0.0;5.0;0.0;1.0;0.0;0.0;7.0;2.0;3.0;0.0;0.0;1.0;1.0;1.0;1.0;7.0;2.0;37.0;312675
312680 Frei Gaspar;1.0;6.0;0.0;3.0;0.0;1.0;0.0;0.0;9.0;2.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;19.0;3.0;48.0;312680
312690 Frei Inocêncio;2.0;13.0;0.0;5.0;3.0;2.0;0.0;0.0;24.0;7.0;8.0;0.0;0.0;2.0;0.0;2.0;0.0;10.0;12.0;90.0;312690
312695 Frei Lagonegro;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;19.0;312695
312700 Fronteira;7.0;11.0;0.0;1.0;0.0;1.0;0.0;0.0;27.0;9.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;11.0;82.0;312700
312705 Fronteira dos Vales;1.0;10.0;0.0;5.0;1.0;0.0;0.0;0.0;9.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;41.0;312705
312707 Fruta de Leite;6.0;5.0;0.0;1.0;0.0;2.0;0.0;0.0;14.0;4.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;4.0;7.0;48.0;312707
312710 Frutal;18.0;44.0;2.0;13.0;0.0;3.0;0.0;0.0;80.0;48.0;17.0;0.0;0.0;7.0;0.0;5.0;2.0;56.0;42.0;337.0;312710
312720 Funilândia;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;2.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;4.0;18.0;312720
312730 Galiléia;0.0;3.0;1.0;5.0;1.0;0.0;0.0;0.0;15.0;8.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;2.0;44.0;312730
312733 Gameleiras;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;5.0;18.0;312733
312735 Glaucilândia;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;312735
312737 Goiabeira;0.0;5.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;20.0;312737
312738 Goianá;0.0;5.0;0.0;3.0;1.0;0.0;0.0;0.0;18.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;35.0;312738
312740 Gonçalves;1.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;10.0;5.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;27.0;312740
312750 Gonzaga;1.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;30.0;312750
312760 Gouveia;2.0;17.0;2.0;4.0;1.0;0.0;0.0;0.0;11.0;13.0;3.0;0.0;0.0;1.0;0.0;2.0;1.0;7.0;9.0;73.0;312760
312770 Governador Valadares;68.0;226.0;9.0;85.0;43.0;83.0;0.0;1.0;467.0;177.0;81.0;3.0;11.0;52.0;3.0;25.0;14.0;113.0;257.0;1718.0;312770
312780 Grăo Mogol;10.0;5.0;0.0;3.0;0.0;1.0;0.0;0.0;21.0;2.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;17.0;7.0;70.0;312780
312790 Grupiara;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;10.0;312790
312800 Guanhăes;9.0;33.0;3.0;14.0;9.0;5.0;0.0;0.0;66.0;17.0;7.0;0.0;0.0;2.0;0.0;5.0;1.0;11.0;16.0;198.0;312800
312810 Guapé;2.0;9.0;0.0;3.0;2.0;1.0;0.0;0.0;26.0;16.0;6.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;8.0;83.0;312810
312820 Guaraciaba;1.0;14.0;0.0;8.0;3.0;2.0;0.0;0.0;25.0;8.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;6.0;76.0;312820
312825 Guaraciama;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0;312825
312830 Guaranésia;9.0;18.0;2.0;13.0;1.0;2.0;0.0;0.0;31.0;16.0;9.0;0.0;0.0;0.0;0.0;3.0;2.0;24.0;8.0;138.0;312830
312840 Guarani;1.0;11.0;0.0;7.0;3.0;0.0;0.0;0.0;25.0;13.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;69.0;312840
312850 Guarará;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;7.0;4.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;5.0;0.0;26.0;312850
312860 Guarda-Mor;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;2.0;24.0;312860
312870 Guaxupé;6.0;59.0;1.0;19.0;4.0;10.0;0.0;0.0;105.0;57.0;23.0;4.0;0.0;9.0;0.0;1.0;2.0;31.0;26.0;357.0;312870
312880 Guidoval;2.0;7.0;0.0;4.0;0.0;2.0;0.0;0.0;19.0;9.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;50.0;312880
312890 Guimarânia;6.0;8.0;0.0;2.0;1.0;0.0;0.0;0.0;17.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.0;53.0;312890
312900 Guiricema;2.0;13.0;1.0;7.0;0.0;3.0;0.0;0.0;24.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;65.0;312900
312910 Gurinhată;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;11.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;29.0;312910
312920 Heliodora;0.0;5.0;0.0;1.0;0.0;2.0;0.0;0.0;14.0;5.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;8.0;43.0;312920
312930 Iapu;3.0;10.0;0.0;5.0;0.0;1.0;0.0;0.0;25.0;8.0;5.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;9.0;72.0;312930
312940 Ibertioga;0.0;4.0;0.0;3.0;0.0;1.0;0.0;0.0;14.0;9.0;5.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;2.0;44.0;312940
312950 Ibiá;7.0;30.0;1.0;9.0;5.0;2.0;0.0;0.0;39.0;13.0;8.0;0.0;0.0;3.0;1.0;3.0;0.0;21.0;17.0;159.0;312950
312960 Ibiaí;6.0;4.0;0.0;1.0;2.0;0.0;0.0;0.0;10.0;2.0;2.0;0.0;0.0;1.0;0.0;3.0;0.0;21.0;5.0;57.0;312960
312965 Ibiracatu;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;11.0;4.0;32.0;312965
312970 Ibiraci;6.0;9.0;1.0;4.0;2.0;1.0;0.0;0.0;12.0;5.0;6.0;0.0;0.0;2.0;0.0;0.0;1.0;7.0;6.0;62.0;312970
312980 Ibirité;33.0;91.0;3.0;19.0;12.0;14.0;0.0;0.0;145.0;81.0;24.0;2.0;3.0;13.0;0.0;14.0;11.0;76.0;116.0;657.0;312980
312990 Ibitiúra de Minas;1.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;24.0;312990
313000 Ibituruna;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;23.0;313000
313005 Icaraí de Minas;6.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;14.0;4.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;11.0;3.0;48.0;313005
313010 Igarapé;10.0;19.0;0.0;10.0;0.0;4.0;0.0;0.0;43.0;13.0;11.0;0.0;3.0;2.0;0.0;4.0;3.0;28.0;45.0;195.0;313010
313020 Igaratinga;1.0;3.0;0.0;3.0;0.0;1.0;0.0;0.0;18.0;4.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;9.0;50.0;313020
313030 Iguatama;3.0;5.0;0.0;2.0;0.0;2.0;0.0;0.0;21.0;7.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;1.0;52.0;313030
313040 Ijaci;0.0;5.0;1.0;2.0;2.0;0.0;0.0;0.0;9.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;4.0;8.0;37.0;313040
313050 Ilicínea;0.0;10.0;2.0;1.0;0.0;0.0;0.0;0.0;32.0;13.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;8.0;76.0;313050
313055 Imbé de Minas;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;4.0;35.0;313055
313060 Inconfidentes;1.0;9.0;0.0;3.0;0.0;0.0;0.0;0.0;12.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;39.0;313060
313065 Indaiabira;2.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;9.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;7.0;4.0;32.0;313065
313070 Indianópolis;2.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0;7.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;4.0;26.0;313070
313080 Ingaí;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;313080
313090 Inhapim;2.0;13.0;0.0;5.0;2.0;2.0;0.0;0.0;25.0;19.0;5.0;0.0;0.0;4.0;0.0;2.0;1.0;44.0;15.0;139.0;313090
313100 Inhaúma;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;33.0;313100
313110 Inimutaba;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;3.0;29.0;313110
313115 Ipaba;7.0;10.0;2.0;6.0;2.0;1.0;0.0;0.0;20.0;9.0;4.0;2.0;1.0;2.0;0.0;3.0;2.0;3.0;10.0;84.0;313115
313120 Ipanema;16.0;19.0;1.0;11.0;1.0;4.0;0.0;0.0;43.0;22.0;7.0;1.0;1.0;3.0;0.0;5.0;0.0;16.0;12.0;162.0;313120
313130 Ipatinga;53.0;225.0;9.0;90.0;14.0;26.0;0.0;0.0;315.0;144.0;70.0;3.0;7.0;28.0;1.0;18.0;15.0;13.0;176.0;1207.0;313130
313140 Ipiaçu;0.0;3.0;0.0;3.0;2.0;0.0;0.0;0.0;6.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;20.0;313140
313150 Ipuiúna;0.0;9.0;2.0;7.0;0.0;0.0;0.0;0.0;17.0;6.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;10.0;58.0;313150
313160 Iraí de Minas;1.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;5.0;31.0;313160
313170 Itabira;26.0;115.0;2.0;26.0;17.0;19.0;0.0;0.0;139.0;74.0;32.0;1.0;0.0;16.0;0.0;14.0;6.0;22.0;59.0;568.0;313170
313180 Itabirinha;0.0;14.0;0.0;3.0;0.0;1.0;0.0;0.0;22.0;8.0;4.0;0.0;0.0;1.0;0.0;0.0;2.0;8.0;7.0;70.0;313180
313190 Itabirito;12.0;43.0;2.0;16.0;5.0;2.0;0.0;0.0;99.0;25.0;13.0;2.0;1.0;6.0;0.0;8.0;2.0;26.0;17.0;279.0;313190
313200 Itacambira;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;16.0;313200
313210 Itacarambi;6.0;12.0;0.0;4.0;6.0;2.0;0.0;0.0;7.0;8.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;33.0;12.0;97.0;313210
313220 Itaguara;3.0;10.0;0.0;7.0;3.0;7.0;0.0;0.0;29.0;15.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;5.0;11.0;95.0;313220
313230 Itaipé;1.0;7.0;1.0;6.0;6.0;1.0;0.0;0.0;13.0;7.0;8.0;0.0;0.0;0.0;0.0;3.0;2.0;5.0;7.0;67.0;313230
313240 Itajubá;29.0;101.0;4.0;41.0;20.0;26.0;0.0;0.0;191.0;101.0;31.0;5.0;1.0;15.0;1.0;17.0;4.0;4.0;45.0;636.0;313240
313250 Itamarandiba;2.0;21.0;1.0;4.0;0.0;4.0;0.0;0.0;42.0;11.0;7.0;1.0;0.0;3.0;2.0;6.0;0.0;47.0;10.0;161.0;313250
313260 Itamarati de Minas;0.0;3.0;1.0;3.0;1.0;2.0;0.0;0.0;9.0;8.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;33.0;313260
313270 Itambacuri;8.0;29.0;1.0;11.0;1.0;3.0;0.0;0.0;44.0;24.0;11.0;0.0;0.0;4.0;0.0;4.0;1.0;43.0;19.0;203.0;313270
313280 Itambé do Mato Dentro;2.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;313280
313290 Itamogi;2.0;12.0;1.0;1.0;0.0;0.0;0.0;0.0;28.0;11.0;3.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;6.0;70.0;313290
313300 Itamonte;6.0;12.0;0.0;9.0;2.0;1.0;0.0;0.0;41.0;8.0;5.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;9.0;99.0;313300
313310 Itanhandu;1.0;17.0;0.0;6.0;5.0;0.0;0.0;0.0;45.0;6.0;4.0;0.0;0.0;2.0;0.0;1.0;0.0;4.0;5.0;96.0;313310
313320 Itanhomi;2.0;7.0;0.0;4.0;0.0;0.0;0.0;0.0;20.0;9.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;6.0;71.0;313320
313330 Itaobim;11.0;11.0;0.0;3.0;2.0;0.0;0.0;0.0;38.0;9.0;10.0;0.0;0.0;3.0;0.0;2.0;0.0;46.0;18.0;153.0;313330
313340 Itapagipe;4.0;14.0;1.0;5.0;1.0;1.0;0.0;0.0;19.0;8.0;6.0;0.0;0.0;1.0;0.0;3.0;0.0;11.0;9.0;83.0;313340
313350 Itapecerica;5.0;28.0;2.0;17.0;1.0;2.0;0.0;0.0;66.0;21.0;6.0;1.0;0.0;0.0;0.0;2.0;1.0;7.0;9.0;168.0;313350
313360 Itapeva;1.0;10.0;0.0;1.0;2.0;1.0;0.0;0.0;23.0;5.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;6.0;56.0;313360
313370 Itatiaiuçu;1.0;4.0;1.0;4.0;0.0;2.0;0.0;1.0;18.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;11.0;55.0;313370
313375 Itaú de Minas;4.0;17.0;0.0;4.0;0.0;6.0;0.0;0.0;24.0;7.0;7.0;0.0;0.0;2.0;0.0;2.0;1.0;12.0;9.0;95.0;313375
313380 Itaúna;18.0;73.0;2.0;31.0;3.0;16.0;0.0;0.0;171.0;83.0;46.0;0.0;7.0;13.0;0.0;10.0;3.0;38.0;66.0;580.0;313380
313390 Itaverava;1.0;5.0;1.0;2.0;0.0;1.0;0.0;0.0;9.0;1.0;2.0;2.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;29.0;313390
313400 Itinga;0.0;13.0;1.0;5.0;0.0;0.0;0.0;0.0;12.0;5.0;2.0;1.0;0.0;1.0;0.0;3.0;0.0;5.0;3.0;51.0;313400
313410 Itueta;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;26.0;313410
313420 Ituiutaba;38.0;107.0;6.0;59.0;19.0;24.0;0.0;0.0;213.0;99.0;30.0;1.0;8.0;11.0;1.0;9.0;7.0;9.0;69.0;710.0;313420
313430 Itumirim;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;12.0;4.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;6.0;36.0;313430
313440 Iturama;12.0;21.0;1.0;8.0;2.0;5.0;0.0;0.0;64.0;21.0;4.0;0.0;0.0;6.0;0.0;3.0;1.0;52.0;20.0;220.0;313440
313450 Itutinga;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;7.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;3.0;27.0;313450
313460 Jaboticatubas;7.0;17.0;2.0;2.0;3.0;2.0;0.0;0.0;21.0;7.0;5.0;0.0;0.0;1.0;0.0;1.0;0.0;10.0;13.0;91.0;313460
313470 Jacinto;0.0;6.0;1.0;2.0;1.0;0.0;0.0;0.0;18.0;7.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;12.0;4.0;56.0;313470
313480 Jacuí;3.0;6.0;0.0;1.0;1.0;0.0;0.0;0.0;18.0;9.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;2.0;48.0;313480
313490 Jacutinga;2.0;27.0;0.0;5.0;2.0;2.0;0.0;0.0;34.0;25.0;5.0;0.0;0.0;3.0;0.0;1.0;1.0;14.0;4.0;125.0;313490
313500 Jaguaraçu;0.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;22.0;313500
313505 Jaíba;16.0;20.0;0.0;4.0;5.0;1.0;0.0;0.0;18.0;6.0;7.0;0.0;0.0;2.0;1.0;1.0;1.0;26.0;19.0;127.0;313505
313507 Jampruca;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;6.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;19.0;313507
313510 Janaúba;18.0;45.0;1.0;15.0;4.0;4.0;0.0;0.0;66.0;34.0;20.0;1.0;1.0;3.0;0.0;6.0;2.0;82.0;48.0;350.0;313510
313520 Januária;19.0;43.0;4.0;13.0;4.0;3.0;0.0;0.0;65.0;38.0;17.0;1.0;0.0;7.0;1.0;10.0;1.0;87.0;30.0;343.0;313520
313530 Japaraíba;2.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;5.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;20.0;313530
313535 Japonvar;1.0;8.0;0.0;1.0;2.0;1.0;0.0;0.0;10.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;42.0;313535
313540 Jeceaba;1.0;6.0;1.0;2.0;0.0;0.0;0.0;0.0;10.0;3.0;2.0;0.0;0.0;2.0;0.0;1.0;1.0;10.0;4.0;43.0;313540
313545 Jenipapo de Minas;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;20.0;2.0;37.0;313545
313550 Jequeri;2.0;16.0;0.0;8.0;0.0;0.0;0.0;0.0;26.0;5.0;5.0;0.0;0.0;3.0;0.0;1.0;1.0;19.0;9.0;95.0;313550
313560 Jequitaí;3.0;7.0;0.0;2.0;2.0;0.0;0.0;0.0;13.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;14.0;61.0;313560
313570 Jequitibá;4.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;26.0;313570
313580 Jequitinhonha;5.0;15.0;0.0;2.0;1.0;1.0;0.0;0.0;14.0;6.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;12.0;14.0;73.0;313580
313590 Jesuânia;1.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;5.0;6.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;1.0;28.0;313590
313600 Joaíma;5.0;7.0;0.0;3.0;0.0;1.0;0.0;0.0;9.0;5.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;16.0;8.0;57.0;313600
313610 Joanésia;0.0;4.0;1.0;2.0;1.0;0.0;0.0;0.0;10.0;6.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;32.0;313610
313620 Joăo Monlevade;23.0;79.0;0.0;25.0;3.0;14.0;0.0;0.0;109.0;29.0;25.0;2.0;1.0;6.0;0.0;11.0;0.0;22.0;47.0;396.0;313620
313630 Joăo Pinheiro;14.0;35.0;3.0;10.0;3.0;4.0;0.0;0.0;80.0;25.0;8.0;2.0;0.0;4.0;0.0;3.0;4.0;21.0;38.0;254.0;313630
313640 Joaquim Felício;4.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;2.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;4.0;2.0;30.0;313640
313650 Jordânia;2.0;9.0;0.0;2.0;2.0;0.0;0.0;0.0;11.0;2.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;12.0;2.0;47.0;313650
313652 José Gonçalves de Minas;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;3.0;26.0;313652
313655 José Raydan;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;2.0;24.0;313655
313657 Josenópolis;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;5.0;32.0;313657
313665 Juatuba;4.0;18.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;8.0;7.0;0.0;0.0;2.0;0.0;1.0;1.0;16.0;15.0;88.0;313665
313670 Juiz de Fora;201.0;647.0;18.0;206.0;89.0;136.0;0.0;0.0;1011.0;491.0;208.0;13.0;11.0;105.0;7.0;80.0;24.0;346.0;315.0;3908.0;313670
313680 Juramento;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;21.0;313680
313690 Juruaia;3.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;35.0;313690
313695 Juvenília;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;1.0;21.0;313695
313700 Ladainha;7.0;11.0;1.0;8.0;4.0;2.0;0.0;0.0;22.0;9.0;4.0;0.0;0.0;0.0;0.0;2.0;2.0;32.0;9.0;113.0;313700
313710 Lagamar;6.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;7.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;32.0;313710
313720 Lagoa da Prata;10.0;29.0;2.0;9.0;6.0;10.0;0.0;0.0;101.0;36.0;12.0;0.0;0.0;6.0;0.0;6.0;3.0;6.0;28.0;264.0;313720
313730 Lagoa dos Patos;3.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;9.0;4.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;4.0;3.0;32.0;313730
313740 Lagoa Dourada;2.0;3.0;1.0;5.0;2.0;1.0;0.0;0.0;23.0;6.0;4.0;0.0;0.0;1.0;1.0;2.0;0.0;4.0;6.0;61.0;313740
313750 Lagoa Formosa;9.0;12.0;1.0;4.0;5.0;2.0;0.0;0.0;17.0;8.0;4.0;0.0;2.0;0.0;0.0;4.0;1.0;3.0;16.0;88.0;313750
313753 Lagoa Grande;3.0;6.0;0.0;1.0;2.0;2.0;0.0;0.0;12.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;36.0;313753
313760 Lagoa Santa;19.0;52.0;2.0;15.0;3.0;6.0;0.0;0.0;87.0;35.0;22.0;0.0;3.0;8.0;0.0;1.0;0.0;34.0;20.0;307.0;313760
313770 Lajinha;5.0;12.0;0.0;9.0;0.0;1.0;0.0;0.0;24.0;11.0;4.0;0.0;0.0;2.0;0.0;1.0;2.0;18.0;16.0;105.0;313770
313780 Lambari;5.0;21.0;1.0;5.0;1.0;8.0;0.0;0.0;81.0;16.0;10.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;14.0;167.0;313780
313790 Lamim;0.0;7.0;0.0;2.0;0.0;3.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;27.0;313790
313800 Laranjal;1.0;10.0;0.0;4.0;0.0;0.0;0.0;0.0;17.0;7.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0;5.0;55.0;313800
313810 Lassance;2.0;8.0;0.0;1.0;1.0;1.0;0.0;0.0;13.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;38.0;313810
313820 Lavras;20.0;100.0;6.0;28.0;11.0;22.0;0.0;0.0;182.0;65.0;35.0;1.0;5.0;15.0;0.0;8.0;1.0;40.0;48.0;587.0;313820
313830 Leandro Ferreira;0.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;19.0;313830
313835 Leme do Prado;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;17.0;313835
